,activity,mean_AccelX,var_AccelX,mean_AccelY,var_AccelY,mean_AccelZ,var_AccelZ,mean_GyroX,var_GyroX,mean_GyroY,var_GyroY,mean_GyroZ,var_GyroZ
0,running,0.6555066356834557,2.7971106524419493,0.6197049284265155,2.826555745328993,-0.01623387084830375,0.5745685175168462,0.3545240090475307,7.280639878000552,-0.17710289415914476,8.728725050292478,-0.15915353223681444,23.36190966195462
0,running,0.31077251002369893,1.6718908117588012,0.2830176886969379,1.0029804725252711,0.08075992638866107,0.24445030950730195,0.08561123959952965,2.745759736527231,-0.34038690339297145,4.964332558656586,0.21933809789784608,11.72496291867569
0,running,-0.355340693123816,2.2979280755449785,0.1747963380600725,1.4807068512982473,-0.21443509552738674,0.20182944005276388,0.4806863317665245,4.940161068715015,0.2721884301808175,5.859143970859814,-0.13497741167832697,10.277152979952563
0,running,0.37911512179388884,1.6316852364680976,0.13311429827341012,0.9915215052454964,-0.01544242442053343,0.32741196589564925,0.7661754820908842,3.2250058482994812,-0.05018764969316267,5.985605098189525,-0.20742581769203147,13.610083489844333
0,running,0.2217647387158303,1.4392725500416794,0.1239796413463496,0.9031238045371706,-0.08958077570423484,0.2679333181859292,0.7402442475514752,4.005421827928199,0.15543553304658936,5.037530697733734,-0.5086291715547088,8.951447756969236
0,running,0.4813865339383483,2.367973968538767,0.21974541552897012,1.5975633658806918,-0.027442065976737505,0.28970752626023244,0.19804056786787919,4.116899456949351,-0.058097734415371506,4.390281999658273,-0.08734331193513103,17.313750038726987
0,running,0.4712067847805364,1.6261923422279168,0.3371294616677222,1.3417430990660077,0.07788405288010836,0.4149564452698434,-0.14476330299900533,8.101495435727477,-0.14060381850556172,7.482821365603787,-0.21100744885708472,15.473477087331538
0,running,0.32612335956877186,1.8710311453462574,0.33598773097175927,1.0794062932627524,0.09936747243184418,0.4690405395525742,-0.53452424687982,5.204291805977381,-0.30915861749201123,10.000708223291745,0.03476285293609614,10.726090867495596
0,running,-0.21558457223831543,1.447816362191276,0.18306532810397802,0.926319618248757,-0.15604035817973672,0.1936289509094134,0.4351479638107343,5.279884149496035,0.39471666552569895,7.163031510724732,-0.03978044001546334,8.391583379609056
0,running,-0.2964209834379809,1.870224056892119,0.13827517123094626,1.3835509025659718,-0.2910481153854302,0.15188950560387296,0.45079235185957733,6.721859977516786,0.21326279743585647,5.4623107774812985,0.03795915345350901,7.979311836904115
0,running,-0.357015805407649,1.7002583907141364,0.11802433967767727,1.2319586271326715,-0.2617291977762112,0.2609088757893837,0.4745131484260561,7.673140049996897,0.387545526382469,6.822724386701333,-0.13129303287340527,12.205385043594413
0,running,0.428818131564185,1.683340822179295,0.2659872458316386,1.068663798880563,0.11783572211528995,0.35035638527319535,0.24454322413519203,4.465309490734759,-0.06954295110855517,8.870770266421534,-0.19432817279760325,13.941628120419837
0,running,0.3358762836349862,1.5591940598893337,0.22708517532529576,1.0449608250496714,0.06736429730829384,0.3660369109938889,0.02572891932158243,4.621121836687901,-0.3474152757054461,5.943804598846541,-0.1434198132760468,11.305592264850729
0,running,0.5109255225175903,2.0629277387266303,0.31430076532775447,1.6011838395076508,0.03335024164767847,0.30303333973371394,0.5635434787365652,4.62859603346066,-0.06596106447839356,8.054790521690736,-0.2939551263448915,19.864408695161075
0,running,0.4252070447518712,2.1897726098152206,0.31617344277245657,1.523487826015769,-0.028348407264621484,0.3497112620277534,0.3506048001914418,4.0159263663691736,-0.024989857759681485,5.556724119814986,-0.28153409793352085,15.109955249618013
0,running,0.2130712703579948,3.179410760584491,-0.05571752562675448,0.49143693269381034,-0.02265696937129611,1.092906597232134,0.1393219610146757,10.521653170129898,0.167280274033103,12.943540385982509,0.10568130720639601,3.0658509619897925
0,running,-0.2941550999613745,2.1023000733103494,0.22500829877597944,1.2576374769289858,-0.271088726463772,0.15599970429908325,0.520963903516531,5.480363287539307,0.24066589972270386,5.512220321461493,0.08425627794072386,9.726051493749903
0,running,0.15304356649340617,0.7492501728221725,0.13399903378671124,0.3314810845065561,-0.3620163668834028,1.3092687716779674,0.2663449568651794,6.079277954708189,0.46921387555803884,7.186229938211797,0.34479254234715234,3.631421587234712
0,running,0.41277282639029655,2.2864785510313395,0.40959285997918676,1.6035872330267873,0.08714053039217279,0.3524091280489775,0.3623518877817939,4.8911071151654255,-0.27086372276036336,7.914338125213413,-0.24209001917569412,18.355075678440144
0,running,-0.32502712903633,1.638707898185079,0.10735544154331797,1.2723971134598895,-0.2301862025411711,0.19452804690357675,0.41440351056822,5.218039570797881,0.24186311774731925,4.54458076904984,0.016767696710303415,8.424831228727996
0,stationary,-0.0015034267651055722,2.6500350233070966e-06,-0.005077930490369857,4.2692718631648996e-06,-0.0001764868622395441,9.59937684922386e-07,-8.938342520494656e-05,3.2119885248622213e-06,0.00013443441934919622,1.8843731845876556e-06,-0.0010466432032078055,6.0407930642617954e-05
0,stationary,8.863579880978028e-05,5.647914087665439e-07,-0.00036570383235809206,2.2639186851142738e-07,-0.001066229173115278,4.726333269500399e-07,-9.084168310177204e-05,2.5333351346483768e-06,9.530275433245714e-05,1.5072620383032578e-06,-1.458103387059531e-05,1.7307004837845551e-06
0,stationary,-0.0006192032386784894,9.54093134068374e-07,-0.0009455652142971752,4.6724203787768656e-07,-8.289600486185894e-05,1.2482696611169233e-06,-2.7375970619604006e-05,3.1181908248020574e-06,-2.1228068786213468e-05,1.8263361422154602e-06,-2.5520041591918114e-05,1.7126246500262798e-06
0,stationary,0.001966702272295056,5.9716150500647774e-05,0.0020307306022870923,3.374003424121432e-05,-0.0011653446015857495,0.00010298507190594572,0.0015224897977618882,0.005332259825633195,-0.006907875820442789,0.004363289753116941,-0.006899830409695687,0.001531014763858905
0,stationary,-0.0007565625651336256,2.1523236461832146e-06,-0.0006146612743944116,8.175215255220688e-07,-9.682053950294903e-05,2.132538750296872e-06,-2.282373468151708e-06,2.9467034224956634e-06,3.731094402610333e-05,1.8074151077810816e-06,-4.169094852352179e-05,1.6380087211510393e-06
0,stationary,0.0005436685909308454,5.5544487155258545e-06,-0.0002705026570874209,8.565303879887055e-07,-0.0002662863304365845,5.736957042321849e-06,-8.584182890159268e-05,2.648404317523898e-06,-1.711468470765573e-05,1.889561086705728e-06,2.1985747656825e-05,1.8320699298815056e-06
0,stationary,-0.001683207010544499,0.00013318489082044273,0.0021177201128717614,4.842263674367849e-05,-0.0011516866399281045,0.00010651756300232726,-0.008620911001213897,0.011267014066221414,-0.006841402408300286,0.0038162768322179933,0.0021123013312323727,0.002480348947105604
0,stationary,0.00012765603223397967,4.905856840801057e-07,0.00042384496486895545,6.838811048406028e-07,-0.002578407259129718,6.625989527777605e-07,-0.00010624128574533046,2.8519227139845478e-06,2.6622749500170817e-05,1.9542580418637722e-06,0.00015472198589773864,1.8509469069651998e-06
0,stationary,-0.0002594778765951956,3.1326570252965396e-07,-5.224119581861717e-05,1.494745897016997e-07,-0.0006301272772029092,3.5183157153017854e-07,-5.088454707731782e-05,2.8896776507042025e-06,5.1818565350659995e-05,1.6873631759457312e-06,1.60176198564292e-05,1.8794881582525242e-06
0,stationary,0.0007559445137823069,1.623713259908125e-06,-0.0006121986149255577,5.677394921405734e-07,-0.0004083755470457453,2.176005157542771e-06,8.457866975471866e-05,2.892678693029936e-06,7.041010890350481e-05,1.821575754190914e-06,-0.0001854783694441313,1.6694082979993746e-06
0,stationary,-1.2836980619539435e-05,4.056086804698101e-07,-0.00010976521020281722,2.4259817712486443e-07,-0.0018714897668183272,1.147288641559376e-06,7.475793896826903e-05,2.7336214795526336e-06,-1.853218555377402e-05,1.5721623424643705e-06,-6.474486131693192e-05,1.8555274921426163e-06
0,stationary,5.900567962920658e-05,1.1421255412492215e-06,-0.00017001474043353338,3.700145144863711e-07,-0.0001860841044357749,2.0570366157977186e-06,-6.977948249270799e-06,2.449531042066331e-06,-4.566116915936933e-05,2.2151406082232026e-06,-1.534485645173673e-05,1.6393267426316091e-06
0,stationary,0.00016045708820889638,4.626207220766871e-06,-0.00044026378708986023,1.3156718905781153e-06,-0.002516599021740766,1.975263114829705e-06,-9.330290981303768e-05,2.8285309593987643e-06,-2.2229101697159113e-05,1.9268422531122926e-06,-0.003894159075397472,0.001171817900902769
0,stationary,-0.003784996515779304,1.2879518092368963e-06,-0.0032256209322792974,1.9182083525541733e-06,-0.000315537381528015,1.4703890214833498e-05,8.200280917390918e-05,2.86248699680265e-06,7.56336544069589e-05,1.8574076278433708e-06,3.129481051269846e-05,1.7319029905557306e-06
0,stationary,0.00030370474026615693,0.001062315439774918,0.0038142977725891735,0.001334834366043385,-0.004507130455403102,0.0023190384553432837,0.003702713561887369,0.08973335287849854,-0.0073084065285175265,0.08473334977535729,-0.004095855855103719,0.04403703953620586
0,stationary,0.0008994430813583279,1.5737254018835646e-06,-0.0015463687866160707,1.3218709544379068e-06,-0.000516692442553357,1.3792512390814702e-05,3.259661822258406e-05,2.7934091790892957e-06,8.876116656946918e-05,2.181272290174402e-06,6.155355982801e-05,1.690669247978931e-06
0,stationary,4.875225140087253e-05,1.5059812272802263e-06,-0.0002319856338314026,4.5205454608143756e-07,-0.00015562577034109612,1.4554497360520333e-06,-0.00013113478024893196,2.7213376871320703e-06,5.3605280899956296e-05,1.9014491702899023e-06,-3.100235810948166e-05,1.7983076938032482e-06
0,stationary,0.0013086327448931813,3.4963378008867353e-06,-0.0022454156887842143,8.310543859369875e-07,-0.00020385357870983693,2.988376998057637e-06,-0.00015245611508334818,3.22835286174766e-06,2.1994930675509498e-05,1.7002832052083671e-06,1.2149419913539534e-05,1.6118197777717855e-06
0,stationary,0.0007477273992706215,5.8489776475652115e-05,0.004948087036609621,5.0300695912955696e-05,-0.006152905701171761,0.00010349465879027507,-0.003567628342092841,0.0044955249614323746,0.00032767691638062676,0.0023263209574984497,0.00045281748229864747,0.0013722232180802321
0,stationary,0.004001053515821648,1.4139292682944663e-06,-0.003265857939789049,1.8907668134826692e-06,-0.00020098081275597303,1.493221837760978e-06,-3.6946907917509615e-05,3.055837510947585e-06,3.082021697747704e-05,1.8287158919288511e-06,0.00010152997504641574,1.9670288302174793e-06
0,stationary,0.0012148801570952448,9.704759633005965e-07,-0.0007673667813303376,4.591958515642045e-07,-0.0013444653197900106,3.6984971158937903e-07,9.54156546895148e-05,2.81203533838604e-06,-4.406907220385017e-05,1.9107740144226444e-06,-5.853446278679416e-05,1.8615822706223415e-06
0,walking,-0.11638328104856469,0.11150039433441095,0.12073600824390139,0.09416599381547353,0.024107108846129405,0.020089247991745118,-0.05829327326223609,0.7549104533743585,0.21254996817913793,2.7347008771915426,-0.25114416066069334,4.409469574114456
0,walking,-0.12073749243947011,0.20981129392292858,0.20910814235962571,0.08530895077515857,-0.11019455142585295,0.09900940946739442,0.32997060380876064,2.5387549794808466,-0.8458581653235125,2.4632536587706926,0.4153920491447761,5.229876407134353
0,walking,-0.15206740661302492,0.19805108253751313,0.23475732871641716,0.13536988583844778,-0.032437277550343424,0.08057209017901695,0.26438053108618725,2.939292828904479,-0.5438843964754293,1.7967116860462633,0.4074301931874028,5.993142752318265
0,walking,-0.13643781563067542,0.20183063441507954,0.22522367430584772,0.1230780207208673,-0.05961094704634022,0.0905235740205638,0.2699069094489373,2.6420863260444376,-0.5959339061186516,1.9423086281631108,0.2135488863513317,6.346477274747638
0,walking,-0.09594054814494614,0.08939037927211627,0.09642877234589486,0.07903149948115401,-0.014190134326262139,0.028988915615988993,0.2406061025935092,1.0380222303673778,-0.15285269132748777,3.1204310612751525,0.16995430983869092,3.216828361379694
0,walking,-0.16435119436521614,0.24424600750267195,0.23182332409279688,0.11947674524359293,-0.061206891223610865,0.07925714784989485,0.4542445498047441,3.79890444054093,-0.48800459155990256,2.1030266047831687,0.4962277677619741,6.383552455827144
0,walking,-0.10126685660465487,0.16210851946144858,0.2012542954513005,0.1602092569548821,0.019675027667766527,0.06191317003726731,-0.32406938186336665,1.6241791300541852,0.1782190088956018,2.1363219583238817,0.05126959540038591,4.593881276583841
0,walking,-0.14609537003118367,0.21748204056600087,0.22593050272691817,0.14302122773261408,-0.06354337298710432,0.06562936277406303,0.1748056941904083,3.1686214890303823,-0.5791826583971713,4.874931191258194,0.4612558626769377,6.969285147932504
0,walking,-0.12074476533702441,0.22654640700632567,0.2099273195933728,0.1429883571190474,-0.08402236457914114,0.07790104521353204,0.4183834729912979,1.633232831602254,-0.39094804255347254,3.1303471766032445,0.266884423393224,5.854893116064138
0,walking,-0.03110103646204585,0.28239969569835427,0.022924939081782385,0.32311777932540225,-0.05038214590223063,0.13646432638608497,0.27086808377810356,2.574788265577748,-0.6381833284671995,3.518527382489166,0.5137965023667286,6.03742571915267
0,walking,-0.11591939220116251,0.14530470095281664,0.16663753755745433,0.11610263843813468,0.020073143144448597,0.07910212205061888,-0.2722716766944532,1.9880161302932318,0.6062020538097602,2.116405103873501,-0.004793672051857262,3.471324445090918
0,walking,-0.05149994874816565,0.09765820943704943,0.018392956061732205,0.17222176474420442,-0.05785642045417002,0.12548576260530792,0.12275930821973209,1.4482683025931886,-0.9542359793350832,3.446657868626362,0.27287377804722857,2.3564807267110512
0,walking,-0.0658416800378334,0.16805935491103768,0.1478850141699825,0.12583519339433047,-0.09125854917580173,0.04910229837281359,0.44925958139356226,0.7472515399179562,-0.45320495874191347,1.5222551170273981,0.5261719766699354,4.233618581362805
0,walking,-0.09848655476456597,0.14008311955257113,0.10997058707289398,0.09393087114649648,-0.06531115387388993,0.03156019430760291,0.3424096094566353,1.7389760090847717,-0.6147989431628957,2.329623283423216,0.4261578190406518,3.9633172832844217
0,walking,-0.06452137683074743,0.11375570929330583,0.020250647461840084,0.19042080996791652,-0.01253683771938086,0.15737354594821992,0.16350494625623382,2.3914845195850902,-0.8614256088178427,3.8904818917752113,0.22784687508828938,2.0979878007872617
0,walking,-0.053396909503221866,0.12619743521892868,0.004469620108249647,0.2967297749905985,-0.06856408152019694,0.1714765354350954,0.27022096261914286,2.6122491717791596,-0.8799700576124624,4.2789548566974105,0.3443779859479123,3.1801041650226862
0,walking,-0.06063307535701564,0.3080048894474064,0.29180120428403217,0.46613549627305595,-0.22022782290531767,0.38382050681595997,0.6931569973295111,2.3796397424182367,-0.7369908339210919,5.571855289800642,0.1929102519588057,4.677036951106394
0,walking,-0.18800550645696903,0.20339604403705044,0.2017684157737001,0.13796012489973297,-0.10582222084620756,0.045159194070048356,0.37021604066569647,1.5815028924366963,-0.15426430281831655,2.441929913824266,-0.093851368821332,6.475652420412678
0,walking,-0.1368199752732402,0.3262450221450043,0.26270570499556406,0.14820179360341953,-0.11248521194128054,0.059517433464544515,0.3463787773757109,0.619356571967639,-0.610275354053426,1.6657210094563937,0.31409605370745775,6.234688451666433
0,walking,-0.04569284851285851,0.1609813019077179,0.021870140607158344,0.22693108042869298,-0.03093996291447963,0.1374357806794453,0.04249649096025331,1.7611289659977785,-0.8300136141977938,3.277604466495095,0.26135746612479643,3.352136196728875
